source_id,source_name,country_or_region,trust_category,access_status,allowed_for_model_training,allowed_for_dashboard,allowed_for_regional_context,patient_level_available,molecular_fields_available,treatment_outcome_available,curation_status,mandatory_label,notes
LIT_Spain_42039685,Durvalumab Plus Chemotherapy in Patients With &lt;i&gt;EGFR&lt;/i&gt;-Mutated Advanced NSCLC Whose Disease Progressed on First-Line Osimertinib: ORCHARD.,Spain,REGIONAL_PREVALENCE_CONTEXT,literature_candidate_pending_manual_review,False,False,True,False,summary only until reviewed,False,PENDING_MANUAL_REVIEW,"regional context candidate, not training data",Use only after manual extraction/verification of prevalence values; never as patient-level data.
LIT_Spain_42028225,Role of radiotherapy in the treatment of &lt;i&gt;EGFR&lt;/i&gt;-mutant non-small-cell lung cancer: a narrative review.,Spain,REGIONAL_PREVALENCE_CONTEXT,literature_candidate_pending_manual_review,False,False,True,False,summary only until reviewed,False,PENDING_MANUAL_REVIEW,"regional context candidate, not training data",Use only after manual extraction/verification of prevalence values; never as patient-level data.
LIT_Spain_42170293,Two-year treatment-free sustained remission after chemo-immunotherapy in a 52-year-old male with recurrent &lt;i&gt;ARID1A&lt;/i&gt;-mutant lung adenocarcinoma: a case report.,Spain,REGIONAL_PREVALENCE_CONTEXT,literature_candidate_pending_manual_review,False,False,True,False,summary only until reviewed,False,PENDING_MANUAL_REVIEW,"regional context candidate, not training data",Use only after manual extraction/verification of prevalence values; never as patient-level data.
LIT_Spain_41988266,Charting the blueprint: a bibliometric analysis reveals future strategies in lung cancer targeted therapy (2003-2025).,Spain,REGIONAL_PREVALENCE_CONTEXT,literature_candidate_pending_manual_review,False,False,True,False,summary only until reviewed,False,PENDING_MANUAL_REVIEW,"regional context candidate, not training data",Use only after manual extraction/verification of prevalence values; never as patient-level data.
LIT_Spain_41964023,TUSC7 expression and mutational profile define its potential as a diagnostic and therapeutic biomarker in non-small cell lung cancer.,Spain,REGIONAL_PREVALENCE_CONTEXT,literature_candidate_pending_manual_review,False,False,True,False,summary only until reviewed,False,PENDING_MANUAL_REVIEW,"regional context candidate, not training data",Use only after manual extraction/verification of prevalence values; never as patient-level data.
LIT_Spain_168,Genomic Profile of Non-Small Cell Lung Cancer in a Spanish Cohort: A 2-Year Descriptive Study Using Next-Generation Sequencing,Spain,REGIONAL_PREVALENCE_CONTEXT,literature_candidate_pending_manual_review,False,False,True,False,summary only until reviewed,False,PENDING_MANUAL_REVIEW,"regional context candidate, not training data",Use only after manual extraction/verification of prevalence values; never as patient-level data.
LIT_Spain_41897642,A Complete Response to Immunotherapy in a Patient with Locally Advanced Squamous Cell Lung Cancer Harboring a Novel &lt;i&gt;TMEM178B::BRAF&lt;/i&gt; Fusion: A Case Report.,Spain,REGIONAL_PREVALENCE_CONTEXT,literature_candidate_pending_manual_review,False,False,True,False,summary only until reviewed,False,PENDING_MANUAL_REVIEW,"regional context candidate, not training data",Use only after manual extraction/verification of prevalence values; never as patient-level data.
LIT_Spain_41438843,Cancer in a drop: Liquid biopsy highlights from the World Conference on Lung Cancer (WCLC) 2025.,Spain,REGIONAL_PREVALENCE_CONTEXT,literature_candidate_pending_manual_review,False,False,True,False,summary only until reviewed,False,PENDING_MANUAL_REVIEW,"regional context candidate, not training data",Use only after manual extraction/verification of prevalence values; never as patient-level data.
LIT_Tunisia_37930659,PD-L1 and molecular biomarker expression in non-small cell lung cancer in Tunisian patients.,Tunisia,REGIONAL_PREVALENCE_CONTEXT,literature_candidate_pending_manual_review,False,False,True,False,summary only until reviewed,False,PENDING_MANUAL_REVIEW,"regional context candidate, not training data",Use only after manual extraction/verification of prevalence values; never as patient-level data.
LIT_Tunisia_40112503,Molecular profile of non-small cell lung cancer in a predominantly Black African population in Kenya: A single institution review.,Tunisia,REGIONAL_PREVALENCE_CONTEXT,literature_candidate_pending_manual_review,False,False,True,False,summary only until reviewed,False,PENDING_MANUAL_REVIEW,"regional context candidate, not training data",Use only after manual extraction/verification of prevalence values; never as patient-level data.
LIT_Tunisia_39363851,Genetic Profiling of Non-Small Cell Lung Cancer in Moroccan Patients by Targeted Next-Generation Sequencing.,Tunisia,REGIONAL_PREVALENCE_CONTEXT,literature_candidate_pending_manual_review,False,False,True,False,summary only until reviewed,False,PENDING_MANUAL_REVIEW,"regional context candidate, not training data",Use only after manual extraction/verification of prevalence values; never as patient-level data.
LIT_Tunisia_36011410,Predominance of the Rare EGFR Mutation p.L861Q in Tunisian Patients with Non-Small Cell Lung Carcinoma.,Tunisia,REGIONAL_PREVALENCE_CONTEXT,literature_candidate_pending_manual_review,False,False,True,False,summary only until reviewed,False,PENDING_MANUAL_REVIEW,"regional context candidate, not training data",Use only after manual extraction/verification of prevalence values; never as patient-level data.
LIT_Tunisia_39342926,Genomic Landscape of Advanced Solid Tumors in Middle East and North Africa Using Circulating Tumor DNA in Routine Clinical Practice.,Tunisia,REGIONAL_PREVALENCE_CONTEXT,literature_candidate_pending_manual_review,False,False,True,False,summary only until reviewed,False,PENDING_MANUAL_REVIEW,"regional context candidate, not training data",Use only after manual extraction/verification of prevalence values; never as patient-level data.
LIT_Tunisia_40261300,Cancer Genetics in the Arab World.,Tunisia,REGIONAL_PREVALENCE_CONTEXT,literature_candidate_pending_manual_review,False,False,True,False,summary only until reviewed,False,PENDING_MANUAL_REVIEW,"regional context candidate, not training data",Use only after manual extraction/verification of prevalence values; never as patient-level data.
LIT_Tunisia_36077640,Molecular Biology and Therapeutic Perspectives for K-Ras Mutant Non-Small Cell Lung Cancers.,Tunisia,REGIONAL_PREVALENCE_CONTEXT,literature_candidate_pending_manual_review,False,False,True,False,summary only until reviewed,False,PENDING_MANUAL_REVIEW,"regional context candidate, not training data",Use only after manual extraction/verification of prevalence values; never as patient-level data.
LIT_Tunisia_42063916,Differences in anatomoclinical profiles between RAS-Mutated and Wild-Type colorectal cancers in an Eastern Algerian Cohort.,Tunisia,REGIONAL_PREVALENCE_CONTEXT,literature_candidate_pending_manual_review,False,False,True,False,summary only until reviewed,False,PENDING_MANUAL_REVIEW,"regional context candidate, not training data",Use only after manual extraction/verification of prevalence values; never as patient-level data.
LIT_Tunisia_39669580,Multi-omics characterization and machine learning of lung adenocarcinoma molecular subtypes to guide precise chemotherapy and immunotherapy.,Tunisia,REGIONAL_PREVALENCE_CONTEXT,literature_candidate_pending_manual_review,False,False,True,False,summary only until reviewed,False,PENDING_MANUAL_REVIEW,"regional context candidate, not training data",Use only after manual extraction/verification of prevalence values; never as patient-level data.
LIT_Tunisia_38245692,Genomic features of lung cancer patients in Indonesia's national cancer center.,Tunisia,REGIONAL_PREVALENCE_CONTEXT,literature_candidate_pending_manual_review,False,False,True,False,summary only until reviewed,False,PENDING_MANUAL_REVIEW,"regional context candidate, not training data",Use only after manual extraction/verification of prevalence values; never as patient-level data.
LIT_Tunisia_42099507,Identification of Somatic and Germline Mutations Influencing Treatment Outcomes and Disease Susceptibility in Tunisian Triple-Negative Breast Cancer Using Next-Generation Sequencing.,Tunisia,REGIONAL_PREVALENCE_CONTEXT,literature_candidate_pending_manual_review,False,False,True,False,summary only until reviewed,False,PENDING_MANUAL_REVIEW,"regional context candidate, not training data",Use only after manual extraction/verification of prevalence values; never as patient-level data.
LIT_Tunisia_38455708,"Geographic differences in lung cancer: focus on carcinogens, genetic predisposition, and molecular epidemiology.",Tunisia,REGIONAL_PREVALENCE_CONTEXT,literature_candidate_pending_manual_review,False,False,True,False,summary only until reviewed,False,PENDING_MANUAL_REVIEW,"regional context candidate, not training data",Use only after manual extraction/verification of prevalence values; never as patient-level data.
LIT_Turkey_42176127,"Somatic mutation profiling by NGS-based liquid biopsy in advanced non-small cell lung cancer: frequency, clinical correlates, and prognostic significance.",Turkey,REGIONAL_PREVALENCE_CONTEXT,literature_candidate_pending_manual_review,False,False,True,False,summary only until reviewed,False,PENDING_MANUAL_REVIEW,"regional context candidate, not training data",Use only after manual extraction/verification of prevalence values; never as patient-level data.
LIT_Turkey_40870512,Evaluation of PD-L1 Expression and Anti-&lt;i&gt;EGFR&lt;/i&gt; Therapy in &lt;i&gt;EGFR&lt;/i&gt;-Mutant Non-Small-Cell Lung Cancer.,Turkey,REGIONAL_PREVALENCE_CONTEXT,literature_candidate_pending_manual_review,False,False,True,False,summary only until reviewed,False,PENDING_MANUAL_REVIEW,"regional context candidate, not training data",Use only after manual extraction/verification of prevalence values; never as patient-level data.
LIT_Turkey_42075590,Serum Carcinoembryonic Antigen Levels Across Molecular Subtypes and Their Clinical and Prognostic Implications in Metastatic Non-Small Cell Lung Cancer.,Turkey,REGIONAL_PREVALENCE_CONTEXT,literature_candidate_pending_manual_review,False,False,True,False,summary only until reviewed,False,PENDING_MANUAL_REVIEW,"regional context candidate, not training data",Use only after manual extraction/verification of prevalence values; never as patient-level data.
LIT_Turkey_40597364,Driver mutations and malignant pleural effusion in non-small cell lung cancer.,Turkey,REGIONAL_PREVALENCE_CONTEXT,literature_candidate_pending_manual_review,False,False,True,False,summary only until reviewed,False,PENDING_MANUAL_REVIEW,"regional context candidate, not training data",Use only after manual extraction/verification of prevalence values; never as patient-level data.
LIT_Turkey_41140359,Can radiomics in brain magnetic resonance imaging predict the mutational status of primary lung cancer based on brain metastasis?,Turkey,REGIONAL_PREVALENCE_CONTEXT,literature_candidate_pending_manual_review,False,False,True,False,summary only until reviewed,False,PENDING_MANUAL_REVIEW,"regional context candidate, not training data",Use only after manual extraction/verification of prevalence values; never as patient-level data.
LIT_Turkey_41681973,Differential Metastatic Patterns and Prognostic Value of Systemic Inflammation Scores in Anaplastic Lymphoma Kinase Rearranged Versus Anaplastic Lymphoma Kinase Negative Non-Small Cell Lung Cancer.,Turkey,REGIONAL_PREVALENCE_CONTEXT,literature_candidate_pending_manual_review,False,False,True,False,summary only until reviewed,False,PENDING_MANUAL_REVIEW,"regional context candidate, not training data",Use only after manual extraction/verification of prevalence values; never as patient-level data.
LIT_Turkey_41963365,Extracellular matrix-driven patient stratification and network modeling reveal distinct molecular grades with potential clinical implications.,Turkey,REGIONAL_PREVALENCE_CONTEXT,literature_candidate_pending_manual_review,False,False,True,False,summary only until reviewed,False,PENDING_MANUAL_REVIEW,"regional context candidate, not training data",Use only after manual extraction/verification of prevalence values; never as patient-level data.
LIT_Turkey_41350831,LYN mutations in breast cancer: hypothesis-generating evidence for an association with central nervous system metastasis and domain-level insights.,Turkey,REGIONAL_PREVALENCE_CONTEXT,literature_candidate_pending_manual_review,False,False,True,False,summary only until reviewed,False,PENDING_MANUAL_REVIEW,"regional context candidate, not training data",Use only after manual extraction/verification of prevalence values; never as patient-level data.
LIT_United Arab Emirates_41424613,"Integrated Multi-Omics Approaches for Predicting Immune Checkpoint Inhibitor Response in NSCLC - Insights From Genomics, Proteomics, and Metabolomics.",United Arab Emirates,REGIONAL_PREVALENCE_CONTEXT,literature_candidate_pending_manual_review,False,False,True,False,summary only until reviewed,False,PENDING_MANUAL_REVIEW,"regional context candidate, not training data",Use only after manual extraction/verification of prevalence values; never as patient-level data.
LIT_United Arab Emirates_38756870,"A retrospective, descriptive analysis identifying non‑small cell lung cancer molecular markers.",United Arab Emirates,REGIONAL_PREVALENCE_CONTEXT,literature_candidate_pending_manual_review,False,False,True,False,summary only until reviewed,False,PENDING_MANUAL_REVIEW,"regional context candidate, not training data",Use only after manual extraction/verification of prevalence values; never as patient-level data.
LIT_United Arab Emirates_41401147,Disruption of epidermal growth factor receptor signaling and cytoskeletal dynamics by mebendazole and gefitinib synergistically impairs paracrine cytokine signaling in non-small cell lung cancer and triple-negative breast cancer Cell lines.,United Arab Emirates,REGIONAL_PREVALENCE_CONTEXT,literature_candidate_pending_manual_review,False,False,True,False,summary only until reviewed,False,PENDING_MANUAL_REVIEW,"regional context candidate, not training data",Use only after manual extraction/verification of prevalence values; never as patient-level data.
LIT_United Arab Emirates_41821616,"Natural products as kinase inhibitors in lung cancer: molecular mechanisms, therapeutic potential, and clinical trials.",United Arab Emirates,REGIONAL_PREVALENCE_CONTEXT,literature_candidate_pending_manual_review,False,False,True,False,summary only until reviewed,False,PENDING_MANUAL_REVIEW,"regional context candidate, not training data",Use only after manual extraction/verification of prevalence values; never as patient-level data.
LIT_United Arab Emirates_41386847,Investigating the role of oncogenic FAM83A as a prognostic biomarker in lung adenocarcinoma: Insights from smoker and non-smoker cohorts.,United Arab Emirates,REGIONAL_PREVALENCE_CONTEXT,literature_candidate_pending_manual_review,False,False,True,False,summary only until reviewed,False,PENDING_MANUAL_REVIEW,"regional context candidate, not training data",Use only after manual extraction/verification of prevalence values; never as patient-level data.
LIT_United Arab Emirates_41465430,Mollugin: A Comprehensive Review of Its Multifaceted Pharmacological Properties and Therapeutic Potential.,United Arab Emirates,REGIONAL_PREVALENCE_CONTEXT,literature_candidate_pending_manual_review,False,False,True,False,summary only until reviewed,False,PENDING_MANUAL_REVIEW,"regional context candidate, not training data",Use only after manual extraction/verification of prevalence values; never as patient-level data.
LIT_United Kingdom_41617518,Genomic profiling of early-stage resectable non-small-cell lung cancer in a Malaysian private healthcare setting: Real-world clinical implications.,United Kingdom,REGIONAL_PREVALENCE_CONTEXT,literature_candidate_pending_manual_review,False,False,True,False,summary only until reviewed,False,PENDING_MANUAL_REVIEW,"regional context candidate, not training data",Use only after manual extraction/verification of prevalence values; never as patient-level data.
LIT_United Kingdom_41114991,Lung Cancer in Nonsmoking Individuals: A Review.,United Kingdom,REGIONAL_PREVALENCE_CONTEXT,literature_candidate_pending_manual_review,False,False,True,False,summary only until reviewed,False,PENDING_MANUAL_REVIEW,"regional context candidate, not training data",Use only after manual extraction/verification of prevalence values; never as patient-level data.
LIT_United Kingdom_41818162,"Aumolertinib with carboplatin-pemetrexed versus aumolertinib for nonsmall cell lung cancer with EGFR and concomitant tumor suppressor genes (ACROSS2): An open-label, multicenter, randomized phase 3 study.",United Kingdom,REGIONAL_PREVALENCE_CONTEXT,literature_candidate_pending_manual_review,False,False,True,False,summary only until reviewed,False,PENDING_MANUAL_REVIEW,"regional context candidate, not training data",Use only after manual extraction/verification of prevalence values; never as patient-level data.
LIT_United Kingdom_41678173,Ancestry-Associated Performance Variability of Open-Source AI Models for EGFR Prediction in Lung Cancer.,United Kingdom,REGIONAL_PREVALENCE_CONTEXT,literature_candidate_pending_manual_review,False,False,True,False,summary only until reviewed,False,PENDING_MANUAL_REVIEW,"regional context candidate, not training data",Use only after manual extraction/verification of prevalence values; never as patient-level data.
LIT_United Kingdom_41853303,Targeted and immunotherapy based on tissue of origin in carcinoma of unknown primary: a two-case report and literature review.,United Kingdom,REGIONAL_PREVALENCE_CONTEXT,literature_candidate_pending_manual_review,False,False,True,False,summary only until reviewed,False,PENDING_MANUAL_REVIEW,"regional context candidate, not training data",Use only after manual extraction/verification of prevalence values; never as patient-level data.
LIT_United Kingdom_42038400,Integrated molecular dynamics elucidation of TP53 H179 zinc-binding variants: genomic and structural characterization across NSCLC subtypes.,United Kingdom,REGIONAL_PREVALENCE_CONTEXT,literature_candidate_pending_manual_review,False,False,True,False,summary only until reviewed,False,PENDING_MANUAL_REVIEW,"regional context candidate, not training data",Use only after manual extraction/verification of prevalence values; never as patient-level data.
LIT_United Kingdom_41714147,Gene duplication is associated with gene diversification and potential neofunctionalization in lung cancer evolution.,United Kingdom,REGIONAL_PREVALENCE_CONTEXT,literature_candidate_pending_manual_review,False,False,True,False,summary only until reviewed,False,PENDING_MANUAL_REVIEW,"regional context candidate, not training data",Use only after manual extraction/verification of prevalence values; never as patient-level data.
LIT_United Kingdom_41573731,Case Report: Perioperative application of trastuzumab deruxtecan in &lt;i&gt;HER2&lt;/i&gt; exon 20 mutation-positive non-small cell lung cancer.,United Kingdom,REGIONAL_PREVALENCE_CONTEXT,literature_candidate_pending_manual_review,False,False,True,False,summary only until reviewed,False,PENDING_MANUAL_REVIEW,"regional context candidate, not training data",Use only after manual extraction/verification of prevalence values; never as patient-level data.
LIT_United Kingdom_41712875,Current Insights and Future Directions of Multiomic and Spatial-Omic Analysis in Non-Small Cell Lung Cancer.,United Kingdom,REGIONAL_PREVALENCE_CONTEXT,literature_candidate_pending_manual_review,False,False,True,False,summary only until reviewed,False,PENDING_MANUAL_REVIEW,"regional context candidate, not training data",Use only after manual extraction/verification of prevalence values; never as patient-level data.
LIT_United States_42109522,Variant allele frequency as a predictor of treatment response to osimertinib in EGFR-mutated NSCLC.,United States,REGIONAL_PREVALENCE_CONTEXT,literature_candidate_pending_manual_review,False,False,True,False,summary only until reviewed,False,PENDING_MANUAL_REVIEW,"regional context candidate, not training data",Use only after manual extraction/verification of prevalence values; never as patient-level data.
LIT_United States_30137862,Lung Adenocarcinoma,United States,REGIONAL_PREVALENCE_CONTEXT,literature_candidate_pending_manual_review,False,False,True,False,summary only until reviewed,False,PENDING_MANUAL_REVIEW,"regional context candidate, not training data",Use only after manual extraction/verification of prevalence values; never as patient-level data.
LIT_United States_41660509,Case Report: A patient harboring rare EGFR S768I/V769L compound mutation benefited from afatinib and osimertinib.,United States,REGIONAL_PREVALENCE_CONTEXT,literature_candidate_pending_manual_review,False,False,True,False,summary only until reviewed,False,PENDING_MANUAL_REVIEW,"regional context candidate, not training data",Use only after manual extraction/verification of prevalence values; never as patient-level data.
LIT_United States_42123214,HER-2 Altered Early-Stage Non-Small Cell Lung Cancer Had Better Survival than Triple-Negative Disease.,United States,REGIONAL_PREVALENCE_CONTEXT,literature_candidate_pending_manual_review,False,False,True,False,summary only until reviewed,False,PENDING_MANUAL_REVIEW,"regional context candidate, not training data",Use only after manual extraction/verification of prevalence values; never as patient-level data.
LIT_United States_41954526,Targeted therapy in the treatment of lung cancer in Iceland 2010-2023.,United States,REGIONAL_PREVALENCE_CONTEXT,literature_candidate_pending_manual_review,False,False,True,False,summary only until reviewed,False,PENDING_MANUAL_REVIEW,"regional context candidate, not training data",Use only after manual extraction/verification of prevalence values; never as patient-level data.
LIT_United States_41948726,ETV6-NTRK3 as a resistance mechanism to epidermal growth factor receptor (EGFR) tyrosine kinase inhibitors: favorable response after combination of osimertinib and entrectinib: a case report and literature review.,United States,REGIONAL_PREVALENCE_CONTEXT,literature_candidate_pending_manual_review,False,False,True,False,summary only until reviewed,False,PENDING_MANUAL_REVIEW,"regional context candidate, not training data",Use only after manual extraction/verification of prevalence values; never as patient-level data.
LIT_United States_41736995,Prospective Observational Real-World Study of Afatinib as First-Line Treatment in Patients with Epidermal Growth Factor Receptor (EGFR) Mutation-Positive Advanced Non-Small Cell Lung Cancer (NSCLC) in China.,United States,REGIONAL_PREVALENCE_CONTEXT,literature_candidate_pending_manual_review,False,False,True,False,summary only until reviewed,False,PENDING_MANUAL_REVIEW,"regional context candidate, not training data",Use only after manual extraction/verification of prevalence values; never as patient-level data.
LIT_United States_42079655,Targetable driver gene-tumor immune microenvironment axis in non-small cell lung cancer: from molecular pathological mechanisms to precision immunotherapy stratification strategies.,United States,REGIONAL_PREVALENCE_CONTEXT,literature_candidate_pending_manual_review,False,False,True,False,summary only until reviewed,False,PENDING_MANUAL_REVIEW,"regional context candidate, not training data",Use only after manual extraction/verification of prevalence values; never as patient-level data.
LIT_United States_42089783,Archetype analysis of lung adenocarcinoma premalignancy links heterogeneity in premalignant lesions to diverging features of invasive disease.,United States,REGIONAL_PREVALENCE_CONTEXT,literature_candidate_pending_manual_review,False,False,True,False,summary only until reviewed,False,PENDING_MANUAL_REVIEW,"regional context candidate, not training data",Use only after manual extraction/verification of prevalence values; never as patient-level data.
LIT_United States_215,Case Report: Furmonertinib dose escalation in heavily pretreated EGFR-mutant lung adenocarcinoma with diffuse brain metastases,United States,REGIONAL_PREVALENCE_CONTEXT,literature_candidate_pending_manual_review,False,False,True,False,summary only until reviewed,False,PENDING_MANUAL_REVIEW,"regional context candidate, not training data",Use only after manual extraction/verification of prevalence values; never as patient-level data.
LIT_United States_41889421,An evolving landscape: predictive and therapeutic biomarkers in advanced non-small cell lung cancer.,United States,REGIONAL_PREVALENCE_CONTEXT,literature_candidate_pending_manual_review,False,False,True,False,summary only until reviewed,False,PENDING_MANUAL_REVIEW,"regional context candidate, not training data",Use only after manual extraction/verification of prevalence values; never as patient-level data.
